"Name of Building/Facility","Address of Building/Facility - Street","Address of Building/Facility - District","Address of Building/Facility - Region","Location of Water Dispenser","Latitude","Longitude","Type of Water Dispenser","Number of Water Dispenser","Service Hours (From)","Service Hours (To)","Service Hours (Exception)","Water Temperature","Indoor/Outdoor","Remarks"
"Shing Mun Valley Park","21 Shing Mun Road","Tsuen Wan","New Territories","Outside the park office",22.3777544,114.1300941,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Shing Mun Valley Sports Ground","21 Shing Mun Road","Tsuen Wan","New Territories","Near changing rooms and toilets at spectator stand A",22.3762588,114.1276472,"Fountain type",4,"06:30 ","22:30",,"Ambient temperature","Outdoor",
"Shing Mun Valley Sports Ground","21 Shing Mun Road","Tsuen Wan","New Territories","Near changing rooms and toilets at spectator stand B",22.3766957,114.1287671,"Fountain type",2,"06:30 ","22:30",,"Ambient temperature","Outdoor",
"Shing Mun Valley Swimming Pool","21 Shing Mun Road, Tsuen Wan","Tsuen Wan","New Territories","1/F Lobby (next to Meeting Room)",22.373532,114.123754,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Indoor","For use by venue / facility users"
"Shing Mun Valley Swimming Pool","21 Shing Mun Road, Tsuen Wan","Tsuen Wan","New Territories","Outdoor Pool (near Leisure Pool)",22.373532,114.123754,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"Tso Kung Tam Outdoor Recreation Centre","105 Route Twisk, Tsuen Wan","Tsuen Wan","New Territories","3/F of main building (Near Staircase No.3)",22.38611,114.1061,"Fountain type",1,"00:00","24:00","Outside camping period","Ambient temperature / Cold","Indoor","For use by venue / facility hirers"
"Tso Kung Tam Outdoor Recreation Centre","105 Route Twisk, Tsuen Wan","Tsuen Wan","New Territories","4/F of main building (Near Staircase No.3)",22.38611,114.1061,"Fountain type",1,"00:00","24:00","Outside camping period","Ambient temperature / Cold","Indoor","For use by venue / facility hirers"
"Tso Kung Tam Outdoor Recreation Centre","105 Route Twisk, Tsuen Wan","Tsuen Wan","New Territories","6/F of main building (Near Ladies' Toilet of dormitories)",22.38611,114.1061,"Fountain type",1,"00:00","24:00","Outside camping period","Hot /Ambient temperature / Cold","Indoor","For use by venue / facility hirers"
"Tso Kung Tam Outdoor Recreation Centre","105 Route Twisk, Tsuen Wan","Tsuen Wan","New Territories","7/F of main building (Near Men's changing room)",22.38611,114.1061,"Fountain type",1,"00:00","24:00","Outside camping period","Hot /Ambient temperature / Cold","Indoor","For use by venue / facility hirers"
"Tso Kung Tam Outdoor Recreation Centre","105 Route Twisk, Tsuen Wan","Tsuen Wan","New Territories","Outdoor office (Near office entrance)",22.38611,114.1061,"Fountain type",1,"00:00","24:00","Outside camping period","Ambient temperature / Cold","Outdoor","For use by venue / facility hirers"
"Tsuen King Circuit Playground","Tsuen King Circuit, Tsuen Wan","Tsuen Wan","New Territories","Outside men's changing room of the park",22.379439,114.106576,"Fountain type",1,"07:00","23:00",,"Cold","Outdoor",
"Tsuen King Circuit Playground","Tsuen King Circuit, Tsuen Wan","Tsuen Wan","New Territories","Outside ladies' changing room of the park",22.379439,114.106576,"Fountain type",1,"07:00","23:00",,"Cold","Outdoor",
"Tsuen King Circuit Sports Centre","No. 38, Mei Wan Street, Tsuen Wan","Tsuen Wan","New Territories","G/F lobby",22.377554,114.111393,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen King Circuit Wu Chung Swimming Pool ","No. 178,Tsuen King Circuit, Tsuen Wan.","Tsuen Wan","New Territories","At the pool deck area beside the exit of men's changing room",22.378072,114.104164,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"Tsuen Wan Park","59 Wing Shun Street","Tsuen Wan","New Territories","Outside of park office ",22.382541,114.096813,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tsuen Wan Park","59 Wing Shun Street","Tsuen Wan","New Territories","Outside of tennis court No. 1 ",22.382541,114.096813,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tsuen Wan Park","59 Wing Shun Street","Tsuen Wan","New Territories","Near elderly fitness equipment of phase II",22.382541,114.096813,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tsuen Wan Park","59 Wing Shun Street","Tsuen Wan","New Territories","Near children's play area of phase II",22.382541,114.096813,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tsuen Wan Park","59 Wing Shun Street","Tsuen Wan","New Territories","Near Tsuen Wan Riviera Park of phase II",22.382541,114.096813,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tsuen Wan Riviera Park","2A Yi Hong Street","Tsuen Wan","New Territories","Outside of park office",22.3624475,114.1106846,"Fountain type",1,"07:00","23:00",,"Cold","Outdoor",
"Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan","Tsuen Wan","New Territories","G/F Lobby",22.366237,114.11248,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan","Tsuen Wan","New Territories","1/F  Lobby",22.366237,114.11248,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan","Tsuen Wan","New Territories","2/F  Lobby",22.366237,114.11248,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan","Tsuen Wan","New Territories","3/F  Lobby",22.366237,114.11248,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan","Tsuen Wan","New Territories","4/F  Lobby",22.366237,114.11248,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan","Tsuen Wan","New Territories","G/F Baby Care Room",22.366237,114.11248,"Non-fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsuen Wan West Sports Centre","68 Hoi On Road, Tsuen Wan","Tsuen Wan","New Territories","Outside Men's Changing Room on the G/F",22.370503,114.100563,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Tsuen Wan West Sports Centre","68 Hoi On Road, Tsuen Wan","Tsuen Wan","New Territories","Outside Ladies' Changing Room on the G/F",22.370503,114.100563,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Wai Tsuen Sports Centre","6 Miu Kong Street, Tsuen Wan","Tsuen Wan","New Territories","G/F lobby",22.372167,114.122195,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Wai Tsuen Sports Centre","6 Miu Kong Street, Tsuen Wan","Tsuen Wan","New Territories","1/F lobby",22.372167,114.122195,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Wang Wo Tsai Street Garden","Sha Tsui Road, Tsuen Wan.","Tsuen Wan","New Territories","Between the Children's Playground and the Elderly Fitness Corner",22.367784,114.119673,"Fountain type",2,"07:00","23:00",,"Ambient temperature","Outdoor",
"Yeung Uk Road Sports Centre","Yeung Uk Road Municipal Services Building, 45 Yeung Uk Road, Tsuen Wan","Tsuen Wan","New Territories","4/F Lobby",22.369117,114.114383,"Fountain type",2,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Butterfly Beach","Lung Mun Road","Tuen Mun","New Territories","Beach Office",22.373313,113.957259,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Cafeteria New Beach","18 1/2 Milestone Castle Peak Road, Tuen Mun","Tuen Mun","New Territories","Near Light Refreshment Kiosk",22.373296,113.987458,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Cafeteria Old Beach","18 3/4 Milestone Castle Peak Road, Tuen Mun","Tuen Mun","New Territories","Outside changing room",22.375214,113.984897,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Castle Peak Beach","19 milestone, Castle Peak Road","Tuen Mun","New Territories","Outside G/F ladies' Changing Room",22.375928,113.979978,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Golden Beach","18 1/2 Milestone Castle Peak Road, Tuen Mun","Tuen Mun","New Territories","Outside changing room and Light Refreshment Kiosk",22.373056,113.988056,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Hang Kwai Street Playground","5, Hang Kwai Street, Tuen Mun","Tuen Mun","New Territories","Outside the staff office",22.382827,113.974678,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Kadoorie Beach","18 3/4 Milestone Castle Peak Road, Tuen Mun","Tuen Mun","New Territories","Near Barbecue area",22.223701,113.5855,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Leung Tin Sports Centre","No. 10, Tin King Road Tuen Mun","Tuen Mun","New Territories","Lobby",22.406698,113.965363,"Non-fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Leung Tin Sports Centre","No. 10, Tin King Road Tuen Mun","Tuen Mun","New Territories","Inside First Aid Room",22.406698,113.965363,"Non-fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Siu Lun Sports Centre","2-5/F, Tuen Mun Siu Lun Government Complex, 19 Siu Lun Street, Tuen Mun","Tuen Mun","New Territories","2/F Near the Entrance",22.384362,113.97943,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Siu Lun Sports Centre","2-5/F, Tuen Mun Siu Lun Government Complex, 19 Siu Lun Street, Tuen Mun","Tuen Mun","New Territories","3/F Near the Toilets",22.384362,113.97943,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Siu Lun Sports Centre","2-5/F, Tuen Mun Siu Lun Government Complex, 19 Siu Lun Street, Tuen Mun","Tuen Mun","New Territories","4/F Near the Toilets",22.384362,113.97943,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Siu Lun Sports Centre","2-5/F, Tuen Mun Siu Lun Government Complex, 19 Siu Lun Street, Tuen Mun","Tuen Mun","New Territories","5/F Near the lifts",22.384362,113.97943,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Siu Lun Sports Ground","NO.16 SIU LUN STREET, TUEN MUN","Tuen Mun","New Territories","Near men's changing room",22.385004,113.978487,"Fountain type",1,"06:30","22:30","Maintenance Day","Ambient temperature","Outdoor",
"Siu Lun Sports Ground","NO.16 SIU LUN STREET, TUEN MUN","Tuen Mun","New Territories","Near referee room",22.384975,113.978493,"Fountain type",1,"06:30","22:30","Maintenance Day","Ambient temperature","Outdoor",
"Siu Lun Sports Ground","NO.16 SIU LUN STREET, TUEN MUN","Tuen Mun","New Territories","Near men's toilet",22.384857,113.978498,"Fountain type",1,"06:30","22:30","Maintenance Day","Ambient temperature","Outdoor",
"Tai Hing Sports Centre","38 Tsing Chung Koon Road, Tuen Mun","Tuen Mun","New Territories","G/F Lobby (near entrance)",22.403122,113.973333,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"The Jockey Club Tuen Mun Butterfly Beach Sports Centre","11 Wu Shan Road, Tuen Mun","Tuen Mun","New Territories","Next to the Accessible Toilet at Lobby",22.378771,113.964702,"Fountain type",1,"07:00","23:00","Maintenance Day","Cold","Indoor",
"The Jockey Club Yan Oi Tong Swimming Pool ","37, Tsing Chung Rd., Tuen Mun","Tuen Mun","New Territories","Beside the toilet on G/F Men's Changing Room",22.402543,113.973864,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Indoor","For use by venue / facility users"
"The Jockey Club Yan Oi Tong Swimming Pool ","37, Tsing Chung Rd., Tuen Mun","Tuen Mun","New Territories","Beside the toilet on G/F Ladies' Changing Room",22.402543,113.973864,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Indoor","For use by venue / facility users"
"Tsing Sin Playground","Area 37B Tsing Sin Street, Tuen Mun, N.T.","Tuen Mun","New Territories","Lobby",22.384703,113.980527,"Fountain type",1,"07:00","23:00",,"Cold","Indoor",
"Tsing Tin Playground","Leung Wan Road, Tuen Mun","Tuen Mun","New Territories","At the toilet building near the children's play area",22.405499,113.968335,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tsing Tin Playground","Leung Wan Road, Tuen Mun","Tuen Mun","New Territories","At the toilet building next to the hard surface soccer pitch.",22.40619,113.967535,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tuen Fu Road Community Garden","No. 21, Tuen Fu Road, Tuen Mun.","Tuen Mun","New Territories","Next to outdoor wash basin",22.411296,113.979811,"Fountain type",1,"08:00","18:00",,"Cold","Outdoor","For use by venue / facility hirers"
"Tuen Mun North West Swimming Pool ","95 Ming Kum Road, Tuen Mun","Tuen Mun","New Territories","Lobby",22.408501,113.965722,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Indoor","For use by venue / facility users"
"Tuen Mun North West Swimming Pool ","95 Ming Kum Road, Tuen Mun","Tuen Mun","New Territories","Corridor outside the men's changing room",22.408501,113.965722,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Indoor","For use by venue / facility users"
"Tuen Mun North West Swimming Pool ","95 Ming Kum Road, Tuen Mun","Tuen Mun","New Territories","Corridor outside the family changing room",22.408501,113.965722,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Indoor","For use by venue / facility users"
"Tuen Mun Recreation and Sports Centre","54 Lung Mun Road, Tuen Mun","Tuen Mun","New Territories","Adjacent to Driving Range",22.381878,113.962612,"Fountain type",1,"08:00","22:00","Closed for maintenance from 8 am to 1 pm on every Monday and Thursday (except on public holidays). If the scheduled maintenance day is a public holiday, maintenance will be rescheduled for the next working day.","Cold","Outdoor","For use by venue / facility hirers"
"Tuen Mun Recreation and Sports Centre","54 Lung Mun Road, Tuen Mun","Tuen Mun","New Territories","Adjacent to Practice Green",22.382235,113.963525,"Fountain type",1,"08:00","18:00","Service Hours will be extended to19:00 from June to August. Closed for maintenance from 8:00am to 1:00pm on Mondays, 12:00nn to 1:00pm on Tuesdays, Wednesdays, Fridays, and whole day on Thursdays (except on public holidays). If the scheduled maintenance day for Monday and Thursday are a public holiday, maintenance will be rescheduled for the next working day.","Cold","Outdoor","For use by venue / facility hirers"
"Tuen Mun Riverside Park","Alongside the Tuen Mun River Channel, Tuen Mun, N.T.","Tuen Mun","New Territories","Next to the toilet building near the children's play area",22.401788,113.975633,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Tuen Mun Swimming Pool","No.8 Hoi Wong Road, Tuen Mun","Tuen Mun","New Territories","Pool deck near Ladies' Changing Room",22.384156,113.969885,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"Tuen Mun Swimming Pool","No.8 Hoi Wong Road, Tuen Mun","Tuen Mun","New Territories","Pool deck near Men's Changing Room",22.384156,113.969885,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
